participant,tone,tone_onset,loop.thisN,key_resp_5.keys,key_resp_5.rt,mouseClick_5.clicked_name,thisA,thisB,thisC,typePrompt,cor,snr,env,CRMcorrect,CRMhit,hit,miss,cr,fa
F2024_19,stimuli/tones/silence.wav,1.25,79,noResp,NA,W_4,stimuli/Baron6dB/070203.wav,stimuli/Hopper/030300.wav,stimuli/Ringo/010300.wav,NA,1,silence,silence,W_4,1,0,0,1,0
F2024_19,stimuli/tones/PercTri-30dB.wav,0.75,80,noResp,NA,B_3,stimuli/Baron6dB/070002.wav,stimuli/Ringo/010100.wav,stimuli/Arrow/040303.wav,NA,0,-30dB,PercTri,B_3,1,0,1,0,0
F2024_19,stimuli/tones/silence.wav,0.75,81,noResp,NA,W_2,stimuli/Baron6dB/070201.wav,stimuli/Hopper/030001.wav,stimuli/Charlie/000203.wav,NA,1,silence,silence,W_2,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,1.25,82,noResp,NA,G_4,stimuli/Baron6dB/070303.wav,stimuli/Tiger/050302.wav,stimuli/Eagle/060203.wav,NA,1,silence,silence,G_4,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,2,83,noResp,NA,B_2,stimuli/Baron6dB/070001.wav,stimuli/Hopper/030000.wav,stimuli/Arrow/040001.wav,NA,1,silence,silence,B_2,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,0.75,84,noResp,NA,B_4,stimuli/Baron6dB/070003.wav,stimuli/Ringo/010003.wav,stimuli/Eagle/060002.wav,NA,1,silence,silence,B_4,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,2,85,noResp,NA,B_3,stimuli/Baron6dB/070102.wav,stimuli/Arrow/040002.wav,stimuli/Ringo/010203.wav,NA,1,silence,silence,R_3,0,0,0,1,0
F2024_19,stimuli/tones/PercTri-21dB.wav,2,86,noResp,NA,G_2,stimuli/Baron6dB/070301.wav,stimuli/Eagle/060203.wav,stimuli/Eagle/060003.wav,NA,0,-21dB,PercTri,G_2,1,0,1,0,0
F2024_19,stimuli/tones/FlatIEC-30dB.wav,1.25,87,noResp,NA,R_4,stimuli/Baron6dB/070103.wav,stimuli/Hopper/030302.wav,stimuli/Laker/020201.wav,NA,0,-30dB,Flat,R_4,1,0,1,0,0
F2024_19,stimuli/tones/FlatIEC-27dB.wav,1.25,88,noResp,NA,W_3,stimuli/Baron6dB/070202.wav,stimuli/Arrow/040101.wav,stimuli/Hopper/030300.wav,NA,0,-27dB,Flat,W_3,1,0,1,0,0
F2024_19,stimuli/tones/silence.wav,0.75,89,noResp,NA,G_3,stimuli/Baron6dB/070302.wav,stimuli/Eagle/060003.wav,stimuli/Laker/020303.wav,NA,1,silence,silence,G_3,1,0,0,1,0
F2024_19,stimuli/tones/PercTri-24dB.wav,0.75,90,noResp,NA,R_2,stimuli/Baron6dB/070101.wav,stimuli/Laker/020301.wav,stimuli/Tiger/050300.wav,NA,0,-24dB,PercTri,R_2,1,0,1,0,0
F2024_19,stimuli/tones/silence.wav,0.75,91,noResp,NA,W_4,stimuli/Baron6dB/070203.wav,stimuli/Ringo/010001.wav,stimuli/Charlie/000000.wav,NA,1,silence,silence,W_4,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,0.75,92,noResp,NA,B_1,stimuli/Baron6dB/070000.wav,stimuli/Laker/020203.wav,stimuli/Ringo/010003.wav,NA,1,silence,silence,B_1,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,0.75,93,noResp,NA,W_1,stimuli/Baron6dB/070200.wav,stimuli/Ringo/010203.wav,stimuli/Eagle/060200.wav,NA,1,silence,silence,W_1,1,0,0,1,0
F2024_19,stimuli/tones/FlatIEC-21dB.wav,2,94,space,3.7888,G_1,stimuli/Baron6dB/070300.wav,stimuli/Charlie/000003.wav,stimuli/Eagle/060301.wav,NA,1,-21dB,Flat,G_1,1,1,0,0,0
F2024_19,stimuli/tones/PercTri-24dB.wav,1.25,95,space,2.4004,R_4,stimuli/Baron6dB/070100.wav,stimuli/Laker/020102.wav,stimuli/Charlie/000003.wav,NA,1,-24dB,PercTri,R_1,0,1,0,0,0
F2024_19,stimuli/tones/PercTri-21dB.wav,0.75,96,noResp,NA,B_1,stimuli/Baron6dB/070000.wav,stimuli/Arrow/040200.wav,stimuli/Tiger/050003.wav,NA,0,-21dB,PercTri,B_1,1,0,1,0,0
F2024_19,stimuli/tones/silence.wav,2,97,noResp,NA,R_3,stimuli/Baron6dB/070102.wav,stimuli/Hopper/030200.wav,stimuli/Arrow/040203.wav,NA,1,silence,silence,R_3,1,0,0,1,0
F2024_19,stimuli/tones/PercTri-18dB.wav,2,98,space,2.8591,G_3,stimuli/Baron6dB/070302.wav,stimuli/Hopper/030301.wav,stimuli/Hopper/030103.wav,NA,1,-18dB,PercTri,G_3,1,1,0,0,0
F2024_19,stimuli/tones/silence.wav,0.75,99,noResp,NA,W_4,stimuli/Baron6dB/070203.wav,stimuli/Laker/020103.wav,stimuli/Charlie/000300.wav,NA,1,silence,silence,W_4,1,0,0,1,0
F2024_19,stimuli/tones/silence.wav,1.25,100,space,2.7619,G_4,stimuli/Baron6dB/070300.wav,stimuli/Charlie/000002.wav,stimuli/Arrow/040302.wav,NA,0,silence,silence,G_1,0,0,0,0,1
F2024_19,stimuli/tones/silence.wav,0.75,101,noResp,NA,B_3,stimuli/Baron6dB/070002.wav,stimuli/Charlie/000303.wav,stimuli/Ringo/010100.wav,NA,1,silence,silence,B_3,1,0,0,1,0
