participant,tone,tone_onset,loop.thisN,key_resp_5.keys,key_resp_5.rt,mouseClick_5.clicked_name,thisA,thisB,thisC,typePrompt,cor,snr,env,CRMcorrect,CRMhit,hit,miss,cr,fa
1,stimuli/tones/PercTri-24dB.wav,0.75,24,space,1.1916,W_4,stimuli/Baron6dB/070203.wav,stimuli/Tiger/050301.wav,stimuli/Arrow/040001.wav,NA,1,-24dB,PercTri,W_4,1,1,0,0,0
1,stimuli/tones/PercTri-24dB.wav,1.25,25,space,1.7597,W_3,stimuli/Baron6dB/070202.wav,stimuli/Eagle/060000.wav,stimuli/Arrow/040100.wav,NA,1,-24dB,PercTri,W_3,1,1,0,0,0
1,stimuli/tones/PercTri-21dB.wav,2,26,space,3.3472,G_2,stimuli/Baron6dB/070301.wav,stimuli/Charlie/000001.wav,stimuli/Ringo/010103.wav,NA,1,-21dB,PercTri,G_2,1,1,0,0,0
1,stimuli/tones/silence.wav,0.75,27,noResp,NA,W_1,stimuli/Baron6dB/070200.wav,stimuli/Arrow/040100.wav,stimuli/Ringo/010003.wav,NA,1,silence,silence,W_1,1,0,0,1,0
1,stimuli/tones/PercTri-24dB.wav,1.25,28,space,1.7827,B_2,stimuli/Baron6dB/070001.wav,stimuli/Hopper/030101.wav,stimuli/Laker/020303.wav,NA,1,-24dB,PercTri,B_2,1,1,0,0,0
1,stimuli/tones/silence.wav,2,29,noResp,NA,G_3,stimuli/Baron6dB/070103.wav,stimuli/Ringo/010302.wav,stimuli/Hopper/030303.wav,NA,1,silence,silence,R_4,0,0,0,1,0
1,stimuli/tones/silence.wav,1.25,30,noResp,NA,B_4,stimuli/Baron6dB/070003.wav,stimuli/Hopper/030100.wav,stimuli/Hopper/030102.wav,NA,1,silence,silence,B_4,1,0,0,1,0
1,stimuli/tones/FlatIEC-27dB.wav,0.75,31,noResp,NA,B_3,stimuli/Baron6dB/070002.wav,stimuli/Ringo/010200.wav,stimuli/Arrow/040302.wav,NA,0,-27dB,Flat,B_3,1,0,1,0,0
1,stimuli/tones/silence.wav,1.25,32,noResp,NA,B_1,stimuli/Baron6dB/070000.wav,stimuli/Laker/020202.wav,stimuli/Ringo/010201.wav,NA,1,silence,silence,B_1,1,0,0,1,0
1,stimuli/tones/PercTri-21dB.wav,0.75,33,space,1.2498,G_2,stimuli/Baron6dB/070301.wav,stimuli/Ringo/010301.wav,stimuli/Tiger/050001.wav,NA,1,-21dB,PercTri,G_2,1,1,0,0,0
1,stimuli/tones/silence.wav,0.75,34,noResp,NA,W_3,stimuli/Baron6dB/070202.wav,stimuli/Laker/020203.wav,stimuli/Charlie/000002.wav,NA,1,silence,silence,W_3,1,0,0,1,0
1,stimuli/tones/silence.wav,1.25,35,noResp,NA,W_4,stimuli/Baron6dB/070103.wav,stimuli/Hopper/030300.wav,stimuli/Laker/020203.wav,NA,1,silence,silence,R_4,0,0,0,1,0
1,stimuli/tones/FlatIEC-24dB.wav,1.25,36,space,1.7566,W_1,stimuli/Baron6dB/070300.wav,stimuli/Eagle/060301.wav,stimuli/Tiger/050200.wav,NA,1,-24dB,Flat,G_1,0,1,0,0,0
1,stimuli/tones/silence.wav,2,37,noResp,NA,W_1,stimuli/Baron6dB/070200.wav,stimuli/Arrow/040201.wav,stimuli/Eagle/060100.wav,NA,1,silence,silence,W_1,1,0,0,1,0
1,stimuli/tones/silence.wav,1.25,38,noResp,NA,R_3,stimuli/Baron6dB/070102.wav,stimuli/Ringo/010100.wav,stimuli/Ringo/010002.wav,NA,1,silence,silence,R_3,1,0,0,1,0
1,stimuli/tones/FlatIEC-18dB.wav,2,39,space,2.6871,B_2,stimuli/Baron6dB/070101.wav,stimuli/Laker/020303.wav,stimuli/Eagle/060303.wav,NA,1,-18dB,Flat,R_2,0,1,0,0,0
1,stimuli/tones/FlatIEC-24dB.wav,0.75,40,noResp,NA,W_1,stimuli/Baron6dB/070100.wav,stimuli/Arrow/040303.wav,stimuli/Tiger/050102.wav,NA,0,-24dB,Flat,R_1,0,0,1,0,0
1,stimuli/tones/silence.wav,2,41,space,2.3473,B_4,stimuli/Baron6dB/070003.wav,stimuli/Tiger/050103.wav,stimuli/Eagle/060003.wav,NA,0,silence,silence,B_4,1,0,0,0,1
1,stimuli/tones/silence.wav,2,42,space,1.1669,B_2,stimuli/Baron6dB/070001.wav,stimuli/Tiger/050302.wav,stimuli/Laker/020000.wav,NA,0,silence,silence,B_2,1,0,0,0,1
1,stimuli/tones/silence.wav,1.25,43,noResp,NA,W_2,stimuli/Baron6dB/070201.wav,stimuli/Hopper/030000.wav,stimuli/Arrow/040000.wav,NA,1,silence,silence,W_2,1,0,0,1,0
1,stimuli/tones/PercTri-21dB.wav,2,44,space,2.8673,R_3,stimuli/Baron6dB/070302.wav,stimuli/Charlie/000100.wav,stimuli/Charlie/000103.wav,NA,1,-21dB,PercTri,G_3,0,1,0,0,0
1,stimuli/tones/FlatIEC-27dB.wav,0.75,45,noResp,NA,B_3,stimuli/Baron6dB/070002.wav,stimuli/Arrow/040000.wav,stimuli/Ringo/010101.wav,NA,0,-27dB,Flat,B_3,1,0,1,0,0
1,stimuli/tones/silence.wav,2,46,noResp,NA,W_4,stimuli/Baron6dB/070203.wav,stimuli/Charlie/000202.wav,stimuli/Ringo/010202.wav,NA,1,silence,silence,W_4,1,0,0,1,0
1,stimuli/tones/silence.wav,2,47,noResp,NA,G_4,stimuli/Baron6dB/070303.wav,stimuli/Eagle/060203.wav,stimuli/Charlie/000203.wav,NA,1,silence,silence,G_4,1,0,0,1,0
1,stimuli/tones/silence.wav,0.75,48,noResp,NA,R_4,stimuli/Baron6dB/070003.wav,stimuli/Charlie/000200.wav,stimuli/Charlie/000301.wav,NA,1,silence,silence,B_4,0,0,0,1,0
1,stimuli/tones/PercTri-27dB.wav,1.25,49,space,1.7243,R_3,stimuli/Baron6dB/070102.wav,stimuli/Hopper/030001.wav,stimuli/Tiger/050202.wav,NA,1,-27dB,PercTri,R_3,1,1,0,0,0
1,stimuli/tones/PercTri-33dB.wav,1.25,50,space,2.7984,R_1,stimuli/Baron6dB/070100.wav,stimuli/Hopper/030200.wav,stimuli/Ringo/010300.wav,NA,1,-33dB,PercTri,R_1,1,1,0,0,0
1,stimuli/tones/FlatIEC-18dB.wav,0.75,51,space,2.4547,B_2,stimuli/Baron6dB/070001.wav,stimuli/Tiger/050300.wav,stimuli/Laker/020103.wav,NA,1,-18dB,Flat,B_2,1,1,0,0,0
1,stimuli/tones/FlatIEC-24dB.wav,2,52,noResp,NA,W_2,stimuli/Baron6dB/070101.wav,stimuli/Ringo/010103.wav,stimuli/Tiger/050101.wav,NA,0,-24dB,Flat,R_2,0,0,1,0,0
1,stimuli/tones/silence.wav,2,53,space,0.1163,W_1,stimuli/Baron6dB/070200.wav,stimuli/Charlie/000002.wav,stimuli/Arrow/040203.wav,NA,0,silence,silence,W_1,1,0,0,0,1
1,stimuli/tones/silence.wav,2,54,noResp,NA,B_1,stimuli/Baron6dB/070000.wav,stimuli/Laker/020300.wav,stimuli/Hopper/030300.wav,NA,1,silence,silence,B_1,1,0,0,1,0
1,stimuli/tones/silence.wav,0.75,55,noResp,NA,W_4,stimuli/Baron6dB/070103.wav,stimuli/Eagle/060303.wav,stimuli/Tiger/050000.wav,NA,1,silence,silence,R_4,0,0,0,1,0
1,stimuli/tones/FlatIEC-33dB.wav,0.75,56,noResp,NA,W_4,stimuli/Baron6dB/070203.wav,stimuli/Eagle/060201.wav,stimuli/Arrow/040300.wav,NA,0,-33dB,Flat,W_4,1,0,1,0,0
1,stimuli/tones/FlatIEC-18dB.wav,1.25,57,space,2.1229,B_3,stimuli/Baron6dB/070002.wav,stimuli/Tiger/050203.wav,stimuli/Ringo/010001.wav,NA,1,-18dB,Flat,B_3,1,1,0,0,0
1,stimuli/tones/silence.wav,0.75,58,noResp,NA,G_3,stimuli/Baron6dB/070302.wav,stimuli/Arrow/040003.wav,stimuli/Charlie/000201.wav,NA,1,silence,silence,G_3,1,0,0,1,0
1,stimuli/tones/PercTri-33dB.wav,1.25,59,space,1.8145,G_1,stimuli/Baron6dB/070300.wav,stimuli/Arrow/040302.wav,stimuli/Eagle/060203.wav,NA,1,-33dB,PercTri,G_1,1,1,0,0,0
1,stimuli/tones/silence.wav,2,60,noResp,NA,G_4,stimuli/Baron6dB/070303.wav,stimuli/Hopper/030102.wav,stimuli/Laker/020100.wav,NA,1,silence,silence,G_4,1,0,0,1,0
1,stimuli/tones/silence.wav,1.25,61,noResp,NA,W_2,stimuli/Baron6dB/070201.wav,stimuli/Tiger/050003.wav,stimuli/Charlie/000303.wav,NA,1,silence,silence,W_2,1,0,0,1,0
1,stimuli/tones/silence.wav,1.25,62,noResp,NA,G_2,stimuli/Baron6dB/070301.wav,stimuli/Charlie/000300.wav,stimuli/Hopper/030101.wav,NA,1,silence,silence,G_2,1,0,0,1,0
1,stimuli/tones/FlatIEC-24dB.wav,2,63,space,2.6966,W_3,stimuli/Baron6dB/070202.wav,stimuli/Hopper/030201.wav,stimuli/Hopper/030000.wav,NA,1,-24dB,Flat,W_3,1,1,0,0,0
1,stimuli/tones/PercTri-24dB.wav,0.75,64,space,1.4506,W_3,stimuli/Baron6dB/070302.wav,stimuli/Hopper/030203.wav,stimuli/Eagle/060201.wav,NA,1,-24dB,PercTri,G_3,0,1,0,0,0
1,stimuli/tones/PercTri-21dB.wav,0.75,65,space,1.1324,W_3,stimuli/Baron6dB/070202.wav,stimuli/Laker/020100.wav,stimuli/Laker/020301.wav,NA,1,-21dB,PercTri,W_3,1,1,0,0,0
1,stimuli/tones/FlatIEC-33dB.wav,1.25,66,noResp,NA,W_1,stimuli/Baron6dB/070200.wav,stimuli/Laker/020103.wav,stimuli/Eagle/060302.wav,NA,0,-33dB,Flat,W_1,1,0,1,0,0
1,stimuli/tones/silence.wav,2,67,noResp,NA,B_1,stimuli/Baron6dB/070000.wav,stimuli/Laker/020302.wav,stimuli/Laker/020300.wav,NA,1,silence,silence,B_1,1,0,0,1,0
1,stimuli/tones/PercTri-18dB.wav,2,68,space,2.5072,B_2,stimuli/Baron6dB/070001.wav,stimuli/Hopper/030302.wav,stimuli/Ringo/010100.wav,NA,1,-18dB,PercTri,B_2,1,1,0,0,0
1,stimuli/tones/PercTri-30dB.wav,1.25,69,space,2.618,W_1,stimuli/Baron6dB/070100.wav,stimuli/Hopper/030303.wav,stimuli/Charlie/000100.wav,NA,1,-30dB,PercTri,R_1,0,1,0,0,0
1,stimuli/tones/PercTri-18dB.wav,2,70,space,2.6175,R_4,stimuli/Baron6dB/070103.wav,stimuli/Arrow/040300.wav,stimuli/Laker/020002.wav,NA,1,-18dB,PercTri,R_4,1,1,0,0,0
1,stimuli/tones/FlatIEC-33dB.wav,0.75,71,noResp,NA,G_2,stimuli/Baron6dB/070301.wav,stimuli/Hopper/030202.wav,stimuli/Tiger/050303.wav,NA,0,-33dB,Flat,G_2,1,0,1,0,0
1,stimuli/tones/FlatIEC-30dB.wav,1.25,72,noResp,NA,W_4,stimuli/Baron6dB/070203.wav,stimuli/Laker/020102.wav,stimuli/Arrow/040103.wav,NA,0,-30dB,Flat,W_4,1,0,1,0,0
1,stimuli/tones/silence.wav,0.75,73,noResp,NA,W_2,stimuli/Baron6dB/070201.wav,stimuli/Laker/020003.wav,stimuli/Ringo/010203.wav,NA,1,silence,silence,W_2,1,0,0,1,0
1,stimuli/tones/silence.wav,0.75,74,noResp,NA,W_3,stimuli/Baron6dB/070102.wav,stimuli/Eagle/060200.wav,stimuli/Arrow/040101.wav,NA,1,silence,silence,R_3,0,0,0,1,0
1,stimuli/tones/PercTri-30dB.wav,2,75,space,2.5513,B_3,stimuli/Baron6dB/070002.wav,stimuli/Charlie/000302.wav,stimuli/Charlie/000302.wav,NA,1,-30dB,PercTri,B_3,1,1,0,0,0
1,stimuli/tones/FlatIEC-33dB.wav,1.25,76,noResp,NA,R_4,stimuli/Baron6dB/070303.wav,stimuli/Ringo/010000.wav,stimuli/Charlie/000202.wav,NA,0,-33dB,Flat,G_4,0,0,1,0,0
1,stimuli/tones/silence.wav,1.25,77,noResp,NA,G_1,stimuli/Baron6dB/070300.wav,stimuli/Arrow/040101.wav,stimuli/Laker/020202.wav,NA,1,silence,silence,G_1,1,0,0,1,0
1,stimuli/tones/silence.wav,0.75,78,noResp,NA,B_4,stimuli/Baron6dB/070003.wav,stimuli/Eagle/060102.wav,stimuli/Charlie/000000.wav,NA,1,silence,silence,B_4,1,0,0,1,0
1,stimuli/tones/FlatIEC-24dB.wav,1.25,79,noResp,NA,R_2,stimuli/Baron6dB/070101.wav,stimuli/Tiger/050303.wav,stimuli/Eagle/060301.wav,NA,0,-24dB,Flat,R_2,1,0,1,0,0
1,stimuli/tones/silence.wav,1.25,80,space,0.2573,G_1,stimuli/Baron6dB/070300.wav,stimuli/Tiger/050101.wav,stimuli/Laker/020302.wav,NA,0,silence,silence,G_1,1,0,0,0,1
1,stimuli/tones/PercTri-24dB.wav,2,81,space,2.1993,B_4,stimuli/Baron6dB/070003.wav,stimuli/Arrow/040200.wav,stimuli/Hopper/030002.wav,NA,1,-24dB,PercTri,B_4,1,1,0,0,0
1,stimuli/tones/FlatIEC-33dB.wav,2,82,space,3.3689,R_4,stimuli/Baron6dB/070203.wav,stimuli/Tiger/050001.wav,stimuli/Tiger/050002.wav,NA,1,-33dB,Flat,W_4,0,1,0,0,0
1,stimuli/tones/PercTri-27dB.wav,0.75,83,space,1.5567,B_3,stimuli/Baron6dB/070002.wav,stimuli/Charlie/000003.wav,stimuli/Arrow/040200.wav,NA,1,-27dB,PercTri,B_3,1,1,0,0,0
1,stimuli/tones/silence.wav,2,84,noResp,NA,W_3,stimuli/Baron6dB/070202.wav,stimuli/Arrow/040202.wav,stimuli/Laker/020003.wav,NA,1,silence,silence,W_3,1,0,0,1,0
1,stimuli/tones/FlatIEC-27dB.wav,1.25,85,space,2.0844,R_3,stimuli/Baron6dB/070102.wav,stimuli/Eagle/060100.wav,stimuli/Charlie/000003.wav,NA,1,-27dB,Flat,R_3,1,1,0,0,0
1,stimuli/tones/silence.wav,0.75,86,space,2.4334,G_4,stimuli/Baron6dB/070303.wav,stimuli/Arrow/040301.wav,stimuli/Laker/020102.wav,NA,0,silence,silence,G_4,1,0,0,0,1
1,stimuli/tones/silence.wav,0.75,87,noResp,NA,W_4,stimuli/Baron6dB/070103.wav,stimuli/Charlie/000201.wav,stimuli/Charlie/000101.wav,NA,1,silence,silence,R_4,0,0,0,1,0
1,stimuli/tones/PercTri-33dB.wav,2,88,noResp,NA,W_1,stimuli/Baron6dB/070200.wav,stimuli/Laker/020101.wav,stimuli/Ringo/010302.wav,NA,0,-33dB,PercTri,W_1,1,0,1,0,0
1,stimuli/tones/silence.wav,2,89,space,0.0931,G_2,stimuli/Baron6dB/070301.wav,stimuli/Tiger/050201.wav,stimuli/Laker/020200.wav,NA,0,silence,silence,G_2,1,0,0,0,1
1,stimuli/tones/FlatIEC-33dB.wav,0.75,90,noResp,NA,B_2,stimuli/Baron6dB/070001.wav,stimuli/Laker/020000.wav,stimuli/Ringo/010000.wav,NA,0,-33dB,Flat,B_2,1,0,1,0,0
1,stimuli/tones/PercTri-21dB.wav,0.75,91,space,1.3667,G_3,stimuli/Baron6dB/070302.wav,stimuli/Ringo/010303.wav,stimuli/Charlie/000001.wav,NA,1,-21dB,PercTri,G_3,1,1,0,0,0
1,stimuli/tones/silence.wav,2,92,noResp,NA,R_1,stimuli/Baron6dB/070100.wav,stimuli/Charlie/000203.wav,stimuli/Eagle/060300.wav,NA,1,silence,silence,R_1,1,0,0,1,0
1,stimuli/tones/silence.wav,1.25,93,noResp,NA,B_1,stimuli/Baron6dB/070000.wav,stimuli/Charlie/000101.wav,stimuli/Eagle/060103.wav,NA,1,silence,silence,B_1,1,0,0,1,0
1,stimuli/tones/FlatIEC-27dB.wav,2,94,noResp,NA,R_2,stimuli/Baron6dB/070101.wav,stimuli/Hopper/030003.wav,stimuli/Hopper/030202.wav,NA,0,-27dB,Flat,R_2,1,0,1,0,0
1,stimuli/tones/silence.wav,0.75,95,space,0.0491,W_2,stimuli/Baron6dB/070201.wav,stimuli/Ringo/010203.wav,stimuli/Eagle/060002.wav,NA,0,silence,silence,W_2,1,0,0,0,1
1,stimuli/tones/silence.wav,1.25,96,noResp,NA,R_2,stimuli/Baron6dB/070101.wav,stimuli/Eagle/060003.wav,stimuli/Charlie/000102.wav,NA,1,silence,silence,R_2,1,0,0,1,0
1,stimuli/tones/FlatIEC-30dB.wav,1.25,97,noResp,NA,B_2,stimuli/Baron6dB/070001.wav,stimuli/Tiger/050102.wav,stimuli/Eagle/060102.wav,NA,0,-30dB,Flat,B_2,1,0,1,0,0
1,stimuli/tones/PercTri-30dB.wav,0.75,98,space,1.2638,W_4,stimuli/Baron6dB/070203.wav,stimuli/Ringo/010201.wav,stimuli/Hopper/030203.wav,NA,1,-30dB,PercTri,W_4,1,1,0,0,0
1,stimuli/tones/FlatIEC-27dB.wav,0.75,99,noResp,NA,R_1,stimuli/Baron6dB/070100.wav,stimuli/Eagle/060302.wav,stimuli/Ringo/010102.wav,NA,0,-27dB,Flat,R_1,1,0,1,0,0
1,stimuli/tones/FlatIEC-27dB.wav,1.25,100,noResp,NA,B_3,stimuli/Baron6dB/070002.wav,stimuli/Charlie/000301.wav,stimuli/Tiger/050103.wav,NA,0,-27dB,Flat,B_3,1,0,1,0,0
1,stimuli/tones/silence.wav,2,101,noResp,NA,R_4,stimuli/Baron6dB/070103.wav,stimuli/Ringo/010101.wav,stimuli/Tiger/050003.wav,NA,1,silence,silence,R_4,1,0,0,1,0
1,stimuli/tones/silence.wav,0.75,102,noResp,NA,W_1,stimuli/Baron6dB/070200.wav,stimuli/Eagle/060002.wav,stimuli/Laker/020201.wav,NA,1,silence,silence,W_1,1,0,0,1,0
1,stimuli/tones/silence.wav,0.75,103,noResp,NA,G_2,stimuli/Baron6dB/070301.wav,stimuli/Hopper/030002.wav,stimuli/Eagle/060200.wav,NA,1,silence,silence,G_2,1,0,0,1,0
1,stimuli/tones/FlatIEC-30dB.wav,2,104,noResp,NA,W_3,stimuli/Baron6dB/070202.wav,stimuli/Arrow/040102.wav,stimuli/Ringo/010303.wav,NA,0,-30dB,Flat,W_3,1,0,1,0,0
1,stimuli/tones/silence.wav,2,105,space,0.1585,B_1,stimuli/Baron6dB/070000.wav,stimuli/Tiger/050000.wav,stimuli/Arrow/040301.wav,NA,0,silence,silence,B_1,1,0,0,0,1
1,stimuli/tones/FlatIEC-30dB.wav,2,106,space,2.5986,G_4,stimuli/Baron6dB/070303.wav,stimuli/Ringo/010002.wav,stimuli/Hopper/030301.wav,NA,1,-30dB,Flat,G_4,1,1,0,0,0
1,stimuli/tones/PercTri-33dB.wav,0.75,107,space,1.3278,R_3,stimuli/Baron6dB/070102.wav,stimuli/Charlie/000103.wav,stimuli/Charlie/000200.wav,NA,1,-33dB,PercTri,R_3,1,1,0,0,0
1,stimuli/tones/PercTri-18dB.wav,1.25,108,space,1.7093,G_3,stimuli/Baron6dB/070302.wav,stimuli/Tiger/050202.wav,stimuli/Eagle/060001.wav,NA,1,-18dB,PercTri,G_3,1,1,0,0,0
1,stimuli/tones/FlatIEC-33dB.wav,2,109,space,3.1311,R_3,stimuli/Baron6dB/070300.wav,stimuli/Eagle/060202.wav,stimuli/Tiger/050302.wav,NA,1,-33dB,Flat,G_1,0,1,0,0,0
1,stimuli/tones/silence.wav,0.75,110,noResp,NA,W_2,stimuli/Baron6dB/070201.wav,stimuli/Ringo/010300.wav,stimuli/Hopper/030201.wav,NA,1,silence,silence,W_2,1,0,0,1,0
1,stimuli/tones/PercTri-30dB.wav,0.75,111,space,1.1871,B_4,stimuli/Baron6dB/070003.wav,stimuli/Eagle/060300.wav,stimuli/Hopper/030200.wav,NA,1,-30dB,PercTri,B_4,1,1,0,0,0
1,stimuli/tones/PercTri-27dB.wav,1.25,112,space,1.7348,G_2,stimuli/Baron6dB/070301.wav,stimuli/Ringo/010000.wav,stimuli/Hopper/030000.wav,NA,1,-27dB,PercTri,G_2,1,1,0,0,0
1,stimuli/tones/silence.wav,1.25,113,noResp,NA,B_2,stimuli/Baron6dB/070001.wav,stimuli/Hopper/030201.wav,stimuli/Tiger/050302.wav,NA,1,silence,silence,B_2,1,0,0,1,0
1,stimuli/tones/PercTri-30dB.wav,2,114,space,2.4561,B_4,stimuli/Baron6dB/070003.wav,stimuli/Tiger/050101.wav,stimuli/Hopper/030302.wav,NA,1,-30dB,PercTri,B_4,1,1,0,0,0
1,stimuli/tones/silence.wav,2,115,noResp,NA,G_3,stimuli/Baron6dB/070303.wav,stimuli/Arrow/040303.wav,stimuli/Charlie/000303.wav,NA,1,silence,silence,G_4,0,0,0,1,0
1,stimuli/tones/PercTri-27dB.wav,0.75,116,space,1.2424,R_1,stimuli/Baron6dB/070100.wav,stimuli/Tiger/050102.wav,stimuli/Charlie/000300.wav,NA,1,-27dB,PercTri,R_1,1,1,0,0,0
1,stimuli/tones/silence.wav,0.75,117,noResp,NA,G_1,stimuli/Baron6dB/070300.wav,stimuli/Charlie/000303.wav,stimuli/Ringo/010203.wav,NA,1,silence,silence,G_1,1,0,0,1,0
1,stimuli/tones/FlatIEC-18dB.wav,0.75,118,space,1.7405,W_2,stimuli/Baron6dB/070201.wav,stimuli/Charlie/000002.wav,stimuli/Laker/020302.wav,NA,1,-18dB,Flat,W_2,1,1,0,0,0
1,stimuli/tones/PercTri-27dB.wav,0.75,119,space,1.1286,R_2,stimuli/Baron6dB/070101.wav,stimuli/Ringo/010200.wav,stimuli/Arrow/040202.wav,NA,1,-27dB,PercTri,R_2,1,1,0,0,0
1,stimuli/tones/FlatIEC-18dB.wav,1.25,120,space,3.3523,W_1,stimuli/Baron6dB/070200.wav,stimuli/Hopper/030303.wav,stimuli/Hopper/030300.wav,NA,1,-18dB,Flat,W_1,1,1,0,0,0
1,stimuli/tones/silence.wav,1.25,121,noResp,NA,R_3,stimuli/Baron6dB/070102.wav,stimuli/Hopper/030202.wav,stimuli/Eagle/060101.wav,NA,1,silence,silence,R_3,1,0,0,1,0
